4.088
3.942
3.884
3.755
3.611
3.595
3.495
3.479
3.461
3.429
3.369
3.331
3.300
3.294
3.261
3.247
3.232
3.195
3.188
3.147
3.140
3.107
3.027
3.018
2.995
2.973
2.951
2.948
2.916
2.862
2.860
2.858
2.856
2.854
2.829
2.826
2.812
2.793
2.775
2.767
2.730
2.708
2.705
2.699
2.696
2.688
2.676
2.651
2.650
2.636
2.625
2.620
2.612
2.589
2.561
2.559
2.557
2.557
2.522
2.504
2.487
2.481
2.479
2.460
2.434
2.433
2.422
2.410
2.398
2.394
2.380
2.378
2.377
2.375
2.372
2.369
2.361
2.360
2.354
2.340
2.333
2.332
2.330
2.328
2.321
2.315
2.309
2.301
2.299
2.291
2.282
2.274
2.262
2.258
2.235
2.212
2.203
2.202
2.199
2.183
2.178
2.176
2.151
2.140
2.129
2.120
2.119
2.119
2.114
2.109
2.108
2.093
2.092
2.088
2.081
2.079
2.078
2.075
2.068
2.066
2.063
2.059
2.002
1.992
1.981
1.973
1.963
1.892
1.888
1.880
1.836
1.832
1.812
1.777
1.659
0.000
0.000
0.000
